,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
145,..((....((....(....(((((.......)))))....(........).)...))...)).(((.((((((..((((.....))))..))))))))).,41,50,1,0.4,0.21428571428571427,0.07142857142857142,0,0.4831460674157304,0,1,1
146,..((....((....(....(((((.......))))).....(......)..)...))...)).(((.((((((..((((.....))))..))))))))).,42,49,0,0.4666666666666667,0.21428571428571427,0.07142857142857142,0,0.6179775280898877,0,0,1
147,...(....((....(....(((((.......)))))...............)...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,0,0.3333333333333333,0.14285714285714285,0.07142857142857142,1,0.6292134831460674,0,1,0
148,..((....(.....(....(((((.......)))))...............)....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.13333333333333333,0.14285714285714285,0.07142857142857142,1,0.6741573033707866,0,0,0
149,..((....((....(....(((((.......)))))......(....)...)...))...)).(((.((((((..((((.....))))..))))))))).,43,48,0,0.5333333333333333,0.21428571428571427,0.07142857142857142,0,0.7191011235955056,0,0,1
150,..((....((....(....(((.(.......).)))...............)...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.26666666666666666,0.35714285714285715,0.07142857142857142,0,0.7303370786516854,0,0,0
151,..(.....((....(....(((((.......)))))...............)...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,0,0.26666666666666666,0.14285714285714285,0.07142857142857142,1,0.752808988764045,0,1,0
152,..((.....(....(....(((((.......)))))...............)...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.2,0.14285714285714285,0.07142857142857142,1,0.7865168539325844,0,1,0
153,..((....((....(....(.(((.......))).)...............)...))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.13333333333333333,0.35714285714285715,0.07142857142857142,0,0.9325842696629214,0,0,0
154,..((....((....(....((.((.......)).))...............)...))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.2,0.35714285714285715,0.07142857142857142,0,1.0,0,0,0
155,..((....((..........((((.......))))....................))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.058823529411764705,0.3125,0.0,1,0.0,0,0,0
156,..((....((.........((((.........))))...................))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.29411764705882354,0.3125,0.0,1,0.03508771929824564,0,0,0
157,..((....((.........(((((.......)))))...................))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.7058823529411765,0.0625,0.0,1,0.10526315789473684,0,0,0
158,..((....((.........(((((.......)))))....(........).....))...)).(((.((((((..((((.....))))..))))))))).,41,50,1,0.5294117647058824,0.3125,0.0,0,0.12280701754385964,0,1,1
159,..((....((.........(((((.......)))))..(............)...))...)).(((.((((((..((((.....))))..))))))))).,39,52,1,0.47058823529411764,0.375,0.0,0,0.17543859649122806,0,1,1
160,..((....((.........(((((.......))))).....(......)......))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.5882352941176471,0.3125,0.0,0,0.33333333333333337,0,0,1
161,..((....((.........(((((.......)))))(.................)))...)).(((.((((((..((((.....))))..))))))))).,37,55,0,0.35294117647058826,0.1875,0.0,0,0.3508771929824562,0,1,1
162,...(....((.........(((((.......)))))...................))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.23529411764705882,0.125,0.0,1,0.4210526315789474,0,1,0
163,..((....(..........(((((.......)))))....................)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.058823529411764705,0.125,0.0,1,0.456140350877193,0,0,0
164,..((....((.........(((((.......)))))......(....).......))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.6470588235294118,0.25,0.0,0,0.4912280701754386,0,0,1
165,..((....((.........(((.(.......).)))...................))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.23529411764705882,0.3125,0.0,0,0.5789473684210527,0,0,0
166,..(.....((.........(((((.......)))))...................))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.17647058823529413,0.125,0.0,1,0.6140350877192984,0,1,0
167,..((....((.........(((((.......))))).(..............)..))...)).(((.((((((..((((.....))))..))))))))).,38,53,1,0.4117647058823529,0.3125,0.0,0,0.6140350877192984,0,0,1
168,..((.....(.........(((((.......)))))...................)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.11764705882352941,0.125,0.0,1,0.6666666666666667,0,1,0
169,..((....((.........(.(((.......))).)...................))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.11764705882352941,0.3125,0.0,0,0.894736842105263,0,0,0
170,..((....((.........((.((.......)).))...................))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.17647058823529413,0.3125,0.0,0,1.0,0,0,0
171,..((....((.........(((((.......)))))....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,41,50,1,0.0625,0.26666666666666666,0.26666666666666666,1,0.0,0,1,1
172,..((....((.........(((((.......))))).....((....))......))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.0625,0.2,0.26666666666666666,1,0.25806451612903225,0,0,1
173,..((....((..........((((.......))))......(......)......))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.5625,0.3333333333333333,0.26666666666666666,1,0.3010752688172043,0,0,0
174,..((....((.........(((((.......)))))..(..(......)..)...))...)).(((.((((((..((((.....))))..))))))))).,39,52,1,0.125,0.3333333333333333,0.26666666666666666,0,0.3763440860215054,0,1,1
175,..((....((.........((((.........)))).....(......)......))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.3125,0.3333333333333333,0.26666666666666666,1,0.40860215053763443,0,0,0
176,..((....((.........(((((.......))))).....(......)......))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.125,0.06666666666666667,0.26666666666666666,1,0.4516129032258065,0,0,0
177,..((....((.........(((((.......)))))(....(......).....)))...)).(((.((((((..((((.....))))..))))))))).,37,55,0,0.25,0.2,0.26666666666666666,0,0.5913978494623656,0,1,1
178,...(....((.........(((((.......))))).....(......)......))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,0,0.8125,0.13333333333333333,0.26666666666666666,1,0.6451612903225807,0,1,0
179,..((....(..........(((((.......))))).....(......).......)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.625,0.13333333333333333,0.26666666666666666,1,0.6451612903225807,0,0,0
180,..((....((.........(((((.......))))).(...(......)...)..))...)).(((.((((((..((((.....))))..))))))))).,38,53,0,0.1875,0.26666666666666666,0.26666666666666666,0,0.6559139784946237,0,0,1
181,..((....((.........(((.(.......).))).....(......)......))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.375,0.3333333333333333,0.26666666666666666,0,0.7419354838709677,0,0,0
182,..(.....((.........(((((.......))))).....(......)......))....).(((.((((((..((((.....))))..))))))))).,-4,-61,0,0.75,0.13333333333333333,0.26666666666666666,1,0.7634408602150538,0,1,0
183,..((.....(.........(((((.......))))).....(......)......)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.6875,0.13333333333333333,0.26666666666666666,1,0.7956989247311828,0,1,0
184,..((....((.........(.(((.......))).).....(......)......))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.5,0.3333333333333333,0.26666666666666666,0,0.935483870967742,0,0,0
185,..((....((.........((.((.......)).)).....(......)......))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.4375,0.3333333333333333,0.26666666666666666,0,1.0,0,0,0
186,..((....((.........(((((.......)))))....(((....))).....))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.06666666666666667,0.14285714285714285,0.21428571428571427,1,0.0,0,0,1
187,..((....((..........((((.......)))).....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.5333333333333333,0.35714285714285715,0.21428571428571427,1,0.057971014492753624,0,0,0
188,..((....((.........(((((.......)))))..(.((......)).)...))...)).(((.((((((..((((.....))))..))))))))).,39,52,1,0.06666666666666667,0.2857142857142857,0.21428571428571427,0,0.11594202898550725,0,1,1
189,..((....((.........((((.........))))....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.26666666666666666,0.35714285714285715,0.21428571428571427,1,0.2028985507246377,0,0,0
190,..((....((.........(((((.......)))))....((......)).....))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.13333333333333333,0.07142857142857142,0.21428571428571427,1,0.2608695652173913,0,0,0
191,..((....((.........(((((.......))))).(..((......))..)..))...)).(((.((((((..((((.....))))..))))))))).,38,53,1,0.13333333333333333,0.21428571428571427,0.21428571428571427,0,0.37681159420289856,0,0,1
192,..((....((.........(((((.......)))))(...((......))....)))...)).(((.((((((..((((.....))))..))))))))).,37,55,0,0.2,0.21428571428571427,0.21428571428571427,0,0.3913043478260869,0,1,1
193,...(....((.........(((((.......)))))....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.8,0.14285714285714285,0.21428571428571427,1,0.5217391304347826,0,1,0
194,..((....(..........(((((.......)))))....((......))......)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.6,0.14285714285714285,0.21428571428571427,1,0.5217391304347826,0,0,0
195,..((....((.........(((.(.......).)))....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.3333333333333333,0.35714285714285715,0.21428571428571427,0,0.6521739130434783,0,0,0
196,..(.....((.........(((((.......)))))....((......)).....))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.7333333333333333,0.14285714285714285,0.21428571428571427,1,0.6811594202898551,0,1,0
197,..((.....(.........(((((.......)))))....((......)).....)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.6666666666666666,0.14285714285714285,0.21428571428571427,1,0.7246376811594203,0,1,0
198,..((....((.........(.(((.......))).)....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.4666666666666667,0.35714285714285715,0.21428571428571427,0,0.9130434782608695,0,0,0
199,..((....((.........((.((.......)).))....((......)).....))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.4,0.35714285714285715,0.21428571428571427,0,1.0,0,0,0
200,........((.........(((((.......)))))....((......)).....))......(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.07142857142857142,0.07692307692307693,0.07692307692307693,0,0.0,0,1,0
201,...(....((.........(((((.......)))))....(((....))).....))...)..(((.((((((..((((.....))))..))))))))).,43,48,1,0.8571428571428571,0.15384615384615385,0.07692307692307693,1,0.06756756756756757,0,0,1
202,...(....((..........((((.......)))).....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.2857142857142857,0.38461538461538464,0.07692307692307693,1,0.12162162162162163,0,0,0
203,...(....((.........(((((.......)))))..(.((......)).)...))...)..(((.((((((..((((.....))))..))))))))).,39,52,1,0.7857142857142857,0.3076923076923077,0.07692307692307693,0,0.17567567567567569,0,1,1
204,...(....((.........((((.........))))....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.5714285714285714,0.38461538461538464,0.07692307692307693,1,0.2567567567567568,0,0,0
205,...(....((.........(((((.......)))))....((......)).....))...)...((.((((((..((((.....))))..))))))))..,-64,-99,0,0.9285714285714286,0.07692307692307693,0.07692307692307693,1,0.31081081081081086,0,0,0
206,...(....((.........(((((.......))))).(..((......))..)..))...)..(((.((((((..((((.....))))..))))))))).,38,53,0,0.7142857142857143,0.23076923076923078,0.07692307692307693,0,0.41891891891891897,0,0,1
207,...(....((.........(((((.......)))))(...((......))....)))...)..(((.((((((..((((.....))))..))))))))).,37,55,0,0.6428571428571429,0.23076923076923078,0.07692307692307693,0,0.43243243243243246,0,1,1
208,...(....(..........(((((.......)))))....((......))......)...)..(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.21428571428571427,0.15384615384615385,0.07692307692307693,1,0.5540540540540541,0,0,0
209,...(....((.........(((.(.......).)))....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.5,0.38461538461538464,0.07692307692307693,0,0.6756756756756757,0,0,0
210,...(.....(.........(((((.......)))))....((......)).....)....)..(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.14285714285714285,0.15384615384615385,0.07692307692307693,1,0.7432432432432433,0,1,0
211,...(....((.........(.(((.......))).)....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.35714285714285715,0.38461538461538464,0.07692307692307693,0,0.918918918918919,0,0,0
212,...(....((.........((.((.......)).))....((......)).....))...)..(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.42857142857142855,0.38461538461538464,0.07692307692307693,0,1.0,0,0,0
213,........((.........(((((.......)))))....(((....))).....))......(((.((((((..((((.....))))..))))))))).,43,48,1,0.8461538461538461,0.16666666666666666,0.0,1,0.0,0,0,1
214,........((..........((((.......)))).....((......)).....))......(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.23076923076923078,0.4166666666666667,0.0,1,0.057971014492753624,0,0,0
215,........((.........(((((.......)))))..(.((......)).)...))......(((.((((((..((((.....))))..))))))))).,39,52,1,0.7692307692307693,0.3333333333333333,0.0,0,0.11594202898550725,0,1,1
216,........((.........((((.........))))....((......)).....))......(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.5384615384615384,0.4166666666666667,0.0,1,0.2028985507246377,0,0,0
217,........((.........(((((.......)))))....((......)).....)).......((.((((((..((((.....))))..))))))))..,-64,-99,0,0.9230769230769231,0.08333333333333333,0.0,1,0.2608695652173913,0,0,0
218,........((.........(((((.......))))).(..((......))..)..))......(((.((((((..((((.....))))..))))))))).,38,53,0,0.6923076923076923,0.25,0.0,0,0.37681159420289856,0,0,1
219,........((.........(((((.......)))))(...((......))....)))......(((.((((((..((((.....))))..))))))))).,37,55,0,0.6153846153846154,0.25,0.0,0,0.3913043478260869,0,1,1
220,........(..........(((((.......)))))....((......))......)......(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.15384615384615385,0.16666666666666666,0.0,1,0.5217391304347826,0,0,0
221,.........(.........(((((.......)))))....((......)).....).......(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.07692307692307693,0.16666666666666666,0.0,1,0.5797101449275363,0,1,0
222,........((.........(((.(.......).)))....((......)).....))......(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.46153846153846156,0.4166666666666667,0.0,0,0.6521739130434783,0,0,0
223,........((.........(.(((.......))).)....((......)).....))......(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.3076923076923077,0.4166666666666667,0.0,0,0.9130434782608695,0,0,0
224,........((.........((.((.......)).))....((......)).....))......(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.38461538461538464,0.4166666666666667,0.0,0,1.0,0,0,0
225,........((..........((((.......)))).....(((....))).....))......(((.((((((..((((.....))))..))))))))).,43,48,1,0.6666666666666666,0.18181818181818182,0.36363636363636365,1,0.0,0,0,1
226,........((..........((((.......))))...(.((......)).)...))......(((.((((((..((((.....))))..))))))))).,39,52,1,0.5833333333333334,0.36363636363636365,0.36363636363636365,0,0.11594202898550725,0,1,1
227,........((..........(((.........))).....((......)).....))......(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.3333333333333333,0.36363636363636365,0.36363636363636365,1,0.2028985507246377,0,0,0
228,........((..........((((.......)))).....((......)).....)).......((.((((((..((((.....))))..))))))))..,-64,-99,0,0.75,0.09090909090909091,0.36363636363636365,1,0.2608695652173913,0,0,0
229,........((..........((((.......))))..(..((......))..)..))......(((.((((((..((((.....))))..))))))))).,38,53,0,0.5,0.2727272727272727,0.36363636363636365,0,0.37681159420289856,0,0,1
230,........((..........((((.......)))).(...((......))....)))......(((.((((((..((((.....))))..))))))))).,37,55,0,0.4166666666666667,0.2727272727272727,0.36363636363636365,0,0.3913043478260869,0,1,1
231,........(...........((((.......)))).....((......))......)......(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.08333333333333333,0.18181818181818182,0.36363636363636365,1,0.5217391304347826,0,0,0
232,........((...........(((.......)))......((......)).....))......(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.08333333333333333,0.36363636363636365,0.36363636363636365,1,0.5217391304347826,0,0,0
233,.........(..........((((.......)))).....((......)).....).......(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.16666666666666666,0.18181818181818182,0.36363636363636365,1,0.5797101449275363,0,1,0
234,........((..........((.(.......).)).....((......)).....))......(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.25,0.36363636363636365,0.36363636363636365,0,0.6521739130434783,0,0,0
235,........((..........(.((.......)).).....((......)).....))......(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.16666666666666666,0.36363636363636365,0.36363636363636365,0,1.0,0,0,0
236,........((..........((((.......))))..((.((......)).))..))......(((.((((((..((((.....))))..))))))))).,38,53,1,0.09090909090909091,0.2,0.3,1,0.0,0,0,1
237,........((..........((((.......))))...(.(((....))).)...))......(((.((((((..((((.....))))..))))))))).,43,48,1,0.09090909090909091,0.1,0.3,1,0.1375,0,0,1
238,........((..........(((.........)))...(.((......)).)...))......(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.2727272727272727,0.4,0.3,1,0.3125,0,0,0
239,........((..........((((.......))))...(.((......)).)...)).......((.((((((..((((.....))))..))))))))..,-64,-99,0,0.18181818181818182,0.1,0.3,1,0.36250000000000004,0,0,0
240,........((..........((((.......)))).(.(.((......)).)..)))......(((.((((((..((((.....))))..))))))))).,37,55,0,0.18181818181818182,0.2,0.3,0,0.475,0,1,1
241,........(...........((((.......))))...(.((......)).)....)......(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.6363636363636364,0.2,0.3,1,0.5875,0,0,0
242,........((...........(((.......)))....(.((......)).)...))......(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.5454545454545454,0.4,0.3,1,0.5875,0,0,0
243,.........(..........((((.......))))...(.((......)).)...).......(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.7272727272727273,0.2,0.3,1,0.6375000000000001,0,1,0
